stage,ep,reward,success,steps,total_steps,critic_loss,actor_loss
4,574,83.2837307228474,1,302,764624,0.7569396352728471,23.168778710017932
4,575,-43.42008937895298,2,37,764661,0.7326515800244099,22.767155312203073
4,576,100.11718873400241,1,324,764985,0.7960655614733696,23.077130971131503
4,577,-69.07977014780045,2,67,765052,0.722019788489413,22.826663999415157
4,578,53.363940492039546,1,225,765277,0.7829519795046912,22.956772181193035
4,579,-104.36102944612503,2,180,765457,0.793454648885462,23.18644846810235
4,580,-18.64082828897517,1,208,765665,0.874764622690586,22.938996012394245
4,581,-283.70948063209653,2,577,766242,0.8180882320247035,23.006921907024946
4,582,-11.579635625355877,1,264,766506,0.7899063879793341,22.933685938517254
4,583,77.7591100120917,1,268,766774,0.7524157733614765,23.158659927880585
4,584,-46.02270150184631,2,90,766864,0.7759092728296916,22.759588538275825
4,585,5.236758266633842,1,294,767158,0.7787304433430133,22.805413778136376
4,586,76.042296408923,1,351,767509,0.8441220325791937,23.207631991459774
4,587,-77.75337672233582,2,30,767539,0.8408574263254801,23.220626386006675
4,588,97.03328027343377,1,564,768103,0.7795380659348575,23.07680902751625
4,589,136.41473513492383,1,689,768792,0.8203226511727569,22.99077204522962
4,590,-87.71495520765893,2,221,769013,0.7725153569452363,22.753218473891867
4,591,26.49547244934365,1,287,769300,0.82801609182607,22.944405658735217
4,592,-75.94066712260246,2,113,769413,0.8691336931908025,22.573387635492647
4,593,128.11944513116032,1,328,769741,0.7561051843733322,22.915214090812498
4,594,161.05408960720524,1,624,770365,0.8125609444597592,22.60274468935453
4,595,9.307444577803835,3,355,770720,0.8186810529567826,22.685020398422026
4,596,44.17299118125811,1,363,771083,0.7649736496371015,22.666203351717023
4,597,84.98291430331301,1,407,771490,0.8304533967954227,22.709405838125168
4,598,-46.20659440755844,2,30,771520,0.6858047634363175,22.600494130452475
4,599,64.92427694855724,1,251,771771,0.8387792057012656,22.693592212114677
4,600,100.96327745934832,1,555,772326,0.7883047029241785,22.729366988104744
4,601,66.85285207489505,1,308,772634,0.7886679242183636,22.565058832044727
4,602,-101.09350570861716,2,464,773098,0.7840495436484444,22.616836751329487
4,603,13.806901270872913,1,172,773270,0.7996795421769453,22.545912099439043
4,604,-119.26269146800041,2,288,773558,0.8332742106997304,22.715678268008762
4,605,206.4047462940216,1,425,773983,0.7662859291890088,22.63442835639505
4,606,10.212014579505194,2,462,774445,0.8117300402292441,22.612072123077525
4,607,27.43679408764001,1,256,774701,0.7596397161250934,22.39381904155016
4,608,-57.760878667235374,2,36,774737,0.7798568771945106,22.3286878267924
4,609,104.61250334442593,1,401,775138,0.8332782718457485,22.794027504480987
4,610,179.95768503146246,1,670,775808,0.8055713483646735,22.564629867895327
4,611,-61.64468014240265,2,37,775845,0.8574670682082305,22.280828733701963
4,612,54.85523701552302,1,182,776027,0.7641329457471658,22.87733464712625
4,613,38.68746629373436,1,665,776692,0.7979507606280477,22.51720676995758
4,614,-10.457433860749006,1,387,777079,0.8107045518489463,22.389192783247285
4,615,-101.73638275265694,2,155,777234,0.8182006224509208,22.89481850900958
4,616,86.69301241377252,1,258,777492,0.7759746167548868,22.441820965256802
4,617,73.52104316523764,1,453,777945,0.781191884813456,22.35476994040786
4,618,-264.0317690074444,2,491,778436,0.7824732009966359,22.303872584325475
4,619,-92.5966222975403,2,248,778684,0.7651423607622424,22.517463138026574
4,620,75.88740825653076,1,185,778869,0.8171864917149415,22.41284021944613
4,621,136.52670159155969,1,566,779435,0.8057952093572582,22.560876896861586
4,622,91.22191680991091,1,475,779910,0.8341834606622395,22.364680225974634
4,623,-50.84651255607605,2,77,779987,0.8342993572934881,22.35419397230272
4,624,-25.44409271434415,2,141,780128,0.8365647420815542,22.362166127414568
4,625,62.68129139440134,1,260,780388,0.7666748598217964,22.200243737147403
4,626,-48.596508115530014,2,43,780431,0.8317992174348166,22.05063981788103
4,627,72.21773527562618,2,258,780689,0.8399171505787576,22.407686728839728
4,628,-317.60390897095203,2,1177,781866,0.8095943153461563,22.253193783172634
4,629,101.51357147271665,1,261,782127,0.7768755577989922,22.40722154931547
4,630,-89.09289729595184,2,135,782262,0.8316451834307776,21.996186701456704
4,631,140.0563522875309,1,245,782507,0.7658905231222815,22.09653049391143
